doi	date	subjects	license	version
10.1101/014464	January 27, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013169	January 26, 2015	Physiology	CC BY-NC-ND	4.0
10.1101/014357	January 26, 2015	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/014381	January 26, 2015	Evolutionary Biology		
10.1101/014399	January 26, 2015	Bioinformatics	CC BY	4.0
10.1101/014373	January 26, 2015	Neuroscience		
10.1101/014290	January 26, 2015	Genetics	CC BY	4.0
10.1101/014316	January 24, 2015	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/014340	January 24, 2015	Evolutionary Biology	CC BY	4.0
10.1101/014225	January 24, 2015	Evolutionary Biology	CC BY	4.0
10.1101/014241	January 23, 2015	Genetics	CC BY-ND	4.0
10.1101/014274	January 23, 2015	Bioinformatics	CC BY	4.0
10.1101/014258	January 23, 2015	Bioinformatics	CC BY	4.0
10.1101/014282	January 23, 2015	Evolutionary Biology	CC BY	4.0
10.1101/014233	January 23, 2015	Cancer Biology	CC BY-NC-ND	4.0
10.1101/013698	January 23, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/011692	January 23, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/014167	January 23, 2015	Molecular Biology	CC BY-NC	4.0
10.1101/014175	January 23, 2015	Molecular Biology	CC BY-NC	4.0
10.1101/014001	January 22, 2015	Genetics		
10.1101/014142	January 22, 2015	Systems Biology	CC BY-NC-ND	4.0
10.1101/014118	January 22, 2015	Microbiology	CC BY-NC-ND	4.0
10.1101/014134	January 22, 2015	Neuroscience	CC BY-NC	4.0
10.1101/014159	January 22, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/014126	January 22, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/014076	January 22, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/014050	January 21, 2015	Genetics	CC BY	4.0
10.1101/014068	January 21, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/013771	January 21, 2015	Genomics	CC BY-NC	4.0
10.1101/006783	January 20, 2015	Evolutionary Biology	CC BY-ND	4.0
10.1101/014035	January 20, 2015	Genomics		
10.1101/013946	January 20, 2015	Evolutionary Biology		
10.1101/014027	January 20, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013987	January 19, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013979	January 19, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/013888	January 19, 2015	Genetics	CC BY-ND	4.0
10.1101/013912	January 18, 2015	Plant Biology	CC BY-NC-ND	4.0
10.1101/013953	January 18, 2015	Developmental Biology	CC BY-NC	4.0
10.1101/004325	January 16, 2015	Evolutionary Biology	CC BY	4.0
10.1101/010728	January 16, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013920	January 16, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/013904	January 16, 2015	Cell Biology	CC BY	4.0
10.1101/012849	January 16, 2015	Genomics		
10.1101/013870	January 16, 2015	Bioengineering		
10.1101/013862	January 16, 2015	Bioinformatics	CC BY	4.0
10.1101/013821	January 16, 2015	Plant Biology	CC BY-NC-ND	4.0
10.1101/013763	January 15, 2015	Molecular Biology	CC BY	4.0
10.1101/013854	January 15, 2015	Genomics	CC BY	4.0
10.1101/013839	January 15, 2015	Systems Biology	CC BY-NC-ND	4.0
10.1101/013789	January 14, 2015	Genomics		
10.1101/013805	January 14, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/013755	January 13, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013722	January 13, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013714	January 13, 2015	Bioengineering	CC BY-NC-ND	4.0
10.1101/013706	January 13, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/013458	January 12, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/013540	January 11, 2015	Evolutionary Biology	CC BY	4.0
10.1101/013680	January 11, 2015	Ecology	CC BY	4.0
10.1101/013656	January 11, 2015	Genetics	CC BY-NC	4.0
10.1101/013672	January 11, 2015	Cancer Biology	CC BY-NC	4.0
10.1101/013599	January 11, 2015	Immunology	CC BY-ND	4.0
10.1101/013664	January 10, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/013615	January 10, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/013631	January 10, 2015	Genomics	CC BY-ND	4.0
10.1101/013573	January 9, 2015	Evolutionary Biology		
10.1101/010116	January 8, 2015	Genomics		
10.1101/009175	January 8, 2015	Genetics	CC BY	4.0
10.1101/013532	January 7, 2015	Systems Biology	CC BY-NC-ND	4.0
10.1101/008813	January 7, 2015	Ecology		
10.1101/013516	January 6, 2015	Neuroscience		
10.1101/009084	January 6, 2015	Evolutionary Biology		
10.1101/013508	January 6, 2015	Genomics	CC BY-NC	4.0
10.1101/013482	January 6, 2015	Genetics		
10.1101/011171	January 5, 2015	Evolutionary Biology		
10.1101/013425	January 3, 2015	Bioinformatics		
10.1101/013136	January 3, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/007922	January 3, 2015	Systems Biology	CC BY-NC-ND	4.0
10.1101/013383	January 2, 2015	Systems Biology	CC BY-NC	4.0
10.1101/012930	January 2, 2015	Biophysics	CC BY	4.0
10.1101/012955	January 2, 2015	Biophysics	CC BY	4.0
10.1101/013276	December 30, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/013359	December 30, 2014	Biophysics	CC BY-NC-ND	4.0
10.1101/012443	December 30, 2014	Neuroscience		
10.1101/013334	December 30, 2014	Bioengineering	CC BY-NC-ND	4.0
10.1101/013342	December 30, 2014	Genomics		
10.1101/013326	December 29, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013318	December 29, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013284	December 27, 2014	Genetics		
10.1101/005363	December 26, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/009472	December 26, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/013250	December 26, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/013201	December 24, 2014	Bioinformatics	CC BY	4.0
10.1101/012997	December 24, 2014	Genomics		
10.1101/013144	December 23, 2014	Biophysics	CC BY-NC-ND	4.0
10.1101/013185	December 23, 2014	Neuroscience		
10.1101/013151	December 23, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/010991	December 23, 2014	Developmental Biology	CC BY	4.0
10.1101/008672	December 23, 2014	Evolutionary Biology		
10.1101/011742	December 23, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/011403	December 23, 2014	Bioinformatics	CC BY	4.0
10.1101/013128	December 22, 2014	Molecular Biology		
10.1101/013110	December 22, 2014	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/010041	December 22, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/013052	December 22, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013078	December 22, 2014	Neuroscience		
10.1101/013086	December 22, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/012880	December 20, 2014	Synthetic Biology		
10.1101/013045	December 20, 2014	Bioinformatics	CC BY	4.0
10.1101/012963	December 19, 2014	Plant Biology		
10.1101/013003	December 19, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/013029	December 19, 2014	Molecular Biology	CC BY-NC-ND	4.0
10.1101/012971	December 19, 2014	Genetics		
10.1101/012906	December 19, 2014	Genetics	CC BY	4.0
10.1101/012914	December 19, 2014	Genomics	CC BY	4.0
10.1101/012864	December 17, 2014	Biophysics	CC BY	4.0
10.1101/012872	December 17, 2014	Genomics	CC BY-ND	4.0
10.1101/006122	December 17, 2014	Genomics		
10.1101/007690	December 16, 2014	Evolutionary Biology		
10.1101/012856	December 16, 2014	Evolutionary Biology		
10.1101/012815	December 16, 2014	Physiology	CC BY	4.0
10.1101/012807	December 16, 2014	Evolutionary Biology		
10.1101/012591	December 15, 2014	Bioinformatics		
10.1101/012617	December 15, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/012658	December 15, 2014	Cancer Biology	CC BY-NC-ND	4.0
10.1101/012666	December 14, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/011122	December 13, 2014	Biophysics,Developmental Biology		
10.1101/012716	December 13, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/012708	December 13, 2014	Cancer Biology	CC BY	4.0
10.1101/012732	December 13, 2014	Genomics		
10.1101/012641	December 12, 2014	Systems Biology	CC BY-ND	4.0
10.1101/006015	December 12, 2014	Bioinformatics	CC BY	4.0
10.1101/012625	December 12, 2014	Genomics	CC BY	4.0
10.1101/012559	December 12, 2014	Genomics	CC BY	4.0
10.1101/012567	December 12, 2014	Immunology		
10.1101/012609	December 12, 2014	Developmental Biology		
10.1101/011569	December 11, 2014	Bioinformatics	CC BY	4.0
10.1101/012534	December 11, 2014	Systems Biology		
10.1101/012542	December 11, 2014	Genomics		
10.1101/003178	December 11, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/012310	December 9, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/012492	December 9, 2014	Systems Biology	CC BY-NC	4.0
10.1101/012526	December 9, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/012435	December 9, 2014	Evolutionary Biology		
10.1101/009209	December 9, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009837	December 9, 2014	Evolutionary Biology		
10.1101/012369	December 9, 2014	Evolutionary Biology,Physiology		
10.1101/012401	December 8, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/012468	December 8, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/012344	December 8, 2014	Physiology	CC BY-ND	4.0
10.1101/011973	December 8, 2014	Scientific Communication	CC BY	4.0
10.1101/007492	December 8, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/007559	December 8, 2014	Genomics		
10.1101/012385	December 8, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/012393	December 8, 2014	Microbiology	CC BY-NC	4.0
10.1101/012179	December 5, 2014	Bioinformatics	CC BY	4.0
10.1101/012112	December 5, 2014	Genomics		
10.1101/007369	December 5, 2014	Evolutionary Biology	CC BY-ND	4.0
10.1101/012237	December 5, 2014	Neuroscience		
10.1101/012278	December 5, 2014	Genetics		
10.1101/012195	December 4, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/012203	December 4, 2014	Genomics	CC BY	4.0
10.1101/012161	December 4, 2014	Bioinformatics		
10.1101/012138	December 4, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/012104	December 3, 2014	Ecology		
10.1101/011148	December 3, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/011734	December 3, 2014	Systems Biology	CC BY-NC	4.0
10.1101/012005	December 3, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/012096	December 3, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/008318	December 2, 2014	Cell Biology		
10.1101/012070	December 2, 2014	Genomics	CC BY	4.0
10.1101/012062	December 1, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/012021	November 30, 2014	Evolutionary Biology	CC BY	4.0
10.1101/011999	November 29, 2014	Neuroscience	CC BY-NC	4.0
10.1101/012013	November 29, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/011908	November 29, 2014	Animal Behavior and Cognition		
10.1101/011932	November 29, 2014	Ecology		
10.1101/011916	November 29, 2014	Animal Behavior and Cognition		
10.1101/011965	November 29, 2014	Ecology		
10.1101/004184	November 28, 2014	Evolutionary Biology	CC BY	4.0
10.1101/011882	November 28, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/011866	November 27, 2014	Evolutionary Biology		
10.1101/011858	November 26, 2014	Systems Biology	CC BY-ND	4.0
10.1101/011783	November 26, 2014	Animal Behavior and Cognition		
10.1101/011791	November 26, 2014	Bioinformatics	CC BY	4.0
10.1101/011817	November 26, 2014	Evolutionary Biology		
10.1101/010876	November 25, 2014	Bioinformatics	CC BY	4.0
10.1101/011775	November 25, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/004572	November 24, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/011767	November 24, 2014	Bioinformatics		
10.1101/011759	November 24, 2014	Genomics	CC BY-NC	4.0
10.1101/009126	November 24, 2014	Biophysics	CC BY-ND	4.0
10.1101/011700	November 24, 2014	Bioinformatics	CC BY	4.0
10.1101/003087	November 24, 2014	Biophysics		
10.1101/011676	November 24, 2014	Plant Biology	CC BY-NC-ND	4.0
10.1101/011718	November 20, 2014	Bioinformatics	CC BY-ND	4.0
10.1101/008623	November 20, 2014	Evolutionary Biology		
10.1101/011668	November 19, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/011635	November 19, 2014	Plant Biology		
10.1101/011650	November 19, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/011429	November 19, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/009464	November 19, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/010330	November 19, 2014	Animal Behavior and Cognition	CC BY-ND	4.0
10.1101/011585	November 18, 2014	Bioinformatics	CC BY	4.0
10.1101/011593	November 18, 2014	Evolutionary Biology		
10.1101/011577	November 18, 2014	Evolutionary Biology		
10.1101/009423	November 18, 2014	Biophysics	CC BY-NC-ND	4.0
10.1101/011502	November 18, 2014	Genomics		
10.1101/011494	November 17, 2014	Molecular Biology	CC BY-ND	4.0
10.1101/011528	November 17, 2014	Genomics	CC BY-NC	4.0
10.1101/011510	November 17, 2014	Genomics	CC BY-NC	4.0
10.1101/002832	November 17, 2014	Bioinformatics	CC BY	4.0
10.1101/011460	November 15, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/011452	November 15, 2014	Evolutionary Biology	CC BY-ND	4.0
10.1101/011445	November 15, 2014	Bioinformatics		
10.1101/010629	November 14, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/011437	November 14, 2014	Genetics	CC BY	4.0
10.1101/009407	November 14, 2014	Genomics		
10.1101/011387	November 14, 2014	Immunology		
10.1101/011411	November 13, 2014	Molecular Biology	CC BY-NC	4.0
10.1101/011379	November 13, 2014	Zoology	CC BY-NC-ND	4.0
10.1101/008615	November 12, 2014	Systems Biology	CC BY-NC	4.0
10.1101/011353	November 12, 2014	Genomics	CC BY-ND	4.0
10.1101/010389	November 11, 2014	Bioinformatics	CC BY-ND	4.0
10.1101/009555	November 10, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/011262	November 10, 2014	Cancer Biology	CC BY-NC	4.0
10.1101/008714	November 10, 2014	Evolutionary Biology		
10.1101/006684	November 10, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/011304	November 10, 2014	Genetics		
10.1101/005314	November 10, 2014	Evolutionary Biology		
10.1101/005561	November 10, 2014	Evolutionary Biology		
10.1101/011288	November 10, 2014	Systems Biology	CC BY	4.0
10.1101/011296	November 10, 2014	Neuroscience	CC BY-NC	4.0
10.1101/011270	November 9, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/011247	November 8, 2014	Evolutionary Biology	CC BY	4.0
10.1101/011205	November 7, 2014	Bioinformatics		
10.1101/011221	November 7, 2014	Genomics	CC BY-ND	4.0
10.1101/011072	November 7, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/011213	November 7, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/011197	November 6, 2014	Bioinformatics	CC BY	4.0
10.1101/010967	November 6, 2014	Molecular Biology	CC BY	4.0
10.1101/011130	November 6, 2014	Bioinformatics	CC BY	4.0
10.1101/008359	November 4, 2014	Cell Biology	CC BY	4.0
10.1101/011023	November 4, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/008938	November 4, 2014	Developmental Biology	CC BY-ND	4.0
10.1101/011049	November 3, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/011056	November 3, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/002626	November 3, 2014	Developmental Biology		
10.1101/010983	October 31, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/010959	October 31, 2014	Evolutionary Biology		
10.1101/010900	October 31, 2014	Genetics		
10.1101/004002	October 31, 2014	Evolutionary Biology	CC BY	4.0
10.1101/010751	October 30, 2014	Neuroscience		
10.1101/010942	October 30, 2014	Evolutionary Biology		
10.1101/010884	October 30, 2014	Bioinformatics	CC BY-ND	4.0
10.1101/010926	October 30, 2014	Bioinformatics	CC BY	4.0
10.1101/010918	October 29, 2014	Evolutionary Biology		
10.1101/010850	October 29, 2014	Evolutionary Biology	CC BY	4.0
10.1101/003863	October 29, 2014	Neuroscience	CC BY-ND	4.0
10.1101/010793	October 28, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/010819	October 28, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/009746	October 28, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/010785	October 28, 2014	Genetics	CC BY-ND	4.0
10.1101/010801	October 28, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/010835	October 28, 2014	Developmental Biology	CC BY-NC-ND	4.0
10.1101/009589	October 27, 2014	Ecology		
10.1101/010702	October 27, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/010769	October 27, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/010546	October 27, 2014	Genomics		
10.1101/004507	October 27, 2014	Bioinformatics	CC BY	4.0
10.1101/007476	October 27, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/010710	October 25, 2014	Genomics		
10.1101/010652	October 24, 2014	Developmental Biology		
10.1101/010595	October 24, 2014	Evolutionary Biology		
10.1101/009373	October 24, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/006791	October 24, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/010637	October 24, 2014	Genetics	CC BY	4.0
10.1101/008037	October 23, 2014	Genomics	CC BY-ND	4.0
10.1101/010645	October 23, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/010603	October 22, 2014	Neuroscience		
10.1101/010587	October 22, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/010553	October 21, 2014	Evolutionary Biology		
10.1101/010561	October 20, 2014	Neuroscience		
10.1101/007351	October 20, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/010520	October 20, 2014	Ecology		
10.1101/007005	October 20, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/010504	October 19, 2014	Systems Biology	CC BY-ND	4.0
10.1101/010538	October 19, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/010256	October 19, 2014	Cancer Biology	CC BY-NC-ND	4.0
10.1101/010512	October 18, 2014	Bioinformatics		
10.1101/010496	October 17, 2014	Plant Biology	CC BY-NC	4.0
10.1101/010488	October 17, 2014	Bioinformatics		
10.1101/000257	October 16, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/010413	October 16, 2014	Immunology	CC BY-NC	4.0
10.1101/010405	October 16, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/010397	October 16, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/010322	October 15, 2014	Evolutionary Biology		
10.1101/002287	October 14, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/008706	October 14, 2014	Neuroscience	CC BY	4.0
10.1101/010249	October 10, 2014	Microbiology		
10.1101/010231	October 10, 2014	Evolutionary Biology	CC BY-ND	4.0
10.1101/010207	October 10, 2014	Genetics	CC BY	4.0
10.1101/000919	October 10, 2014	Bioinformatics		
10.1101/010173	October 9, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/010181	October 9, 2014	Ecology	CC BY-NC	4.0
10.1101/010165	October 8, 2014	Developmental Biology		
10.1101/010132	October 8, 2014	Bioinformatics		
10.1101/010066	October 8, 2014	Neuroscience		
10.1101/010124	October 8, 2014	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/008805	October 8, 2014	Genomics	CC BY-ND	4.0
10.1101/010090	October 7, 2014	Bioinformatics	CC BY	4.0
10.1101/010058	October 6, 2014	Molecular Biology	CC BY-NC-ND	4.0
10.1101/010033	October 6, 2014	Genomics	CC BY	4.0
10.1101/009597	October 6, 2014	Ecology		
10.1101/000687	October 6, 2014	Genetics	CC BY	4.0
10.1101/010017	October 4, 2014	Genetics		
10.1101/009985	October 3, 2014	Ecology	CC BY	4.0
10.1101/009977	October 3, 2014	Ecology	CC BY	4.0
10.1101/001750	October 3, 2014	Biophysics		
10.1101/009944	October 3, 2014	Genomics	CC BY-NC	4.0
10.1101/009902	October 3, 2014	Bioinformatics	CC BY	4.0
10.1101/009969	October 3, 2014	Genetics	CC BY	4.0
10.1101/010009	October 3, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009928	October 3, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/009936	October 3, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/009993	October 3, 2014	Developmental Biology	CC BY	4.0
10.1101/004119	October 3, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009878	October 2, 2014	Cancer Biology		
10.1101/009829	October 2, 2014	Evolutionary Biology		
10.1101/009886	October 2, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/001826	October 1, 2014	Ecology		
10.1101/009845	October 1, 2014	Neuroscience	CC BY	4.0
10.1101/009571	September 30, 2014	Evolutionary Biology,Microbiology	CC BY-NC-ND	4.0
10.1101/009811	September 30, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/001107	September 29, 2014	Cancer Biology,Genomics	CC BY	4.0
10.1101/009761	September 29, 2014	Cancer Biology	CC BY-NC-ND	4.0
10.1101/009456	September 29, 2014	Evolutionary Biology	CC BY	4.0
10.1101/003806	September 29, 2014	Evolutionary Biology	CC BY-ND	4.0
10.1101/009134	September 29, 2014	Genomics	CC BY	4.0
10.1101/009753	September 29, 2014	Ecology	CC BY-ND	4.0
10.1101/009688	September 27, 2014	Synthetic Biology		
10.1101/009340	September 26, 2014	Genetics		
10.1101/009696	September 26, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/002816	September 26, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/009613	September 26, 2014	Genomics	CC BY	4.0
10.1101/008987	September 25, 2014	Synthetic Biology		
10.1101/009654	September 25, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009563	September 24, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/009498	September 22, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009506	September 22, 2014	Genetics	CC BY	4.0
10.1101/009480	September 21, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/009449	September 19, 2014	Genetics		
10.1101/009431	September 19, 2014	Genomics		
10.1101/008508	September 19, 2014	Ecology	CC BY	4.0
10.1101/009365	September 18, 2014	Evolutionary Biology		
10.1101/009357	September 18, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/009258	September 18, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009274	September 18, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/009290	September 18, 2014	Genomics		
10.1101/009332	September 18, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/006148	September 17, 2014	Bioinformatics		
10.1101/007823	September 17, 2014	Microbiology		
10.1101/009191	September 17, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009217	September 16, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009225	September 16, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/009068	September 16, 2014	Biophysics		
10.1101/009183	September 16, 2014	Genomics	CC BY-NC	4.0
10.1101/002964	September 16, 2014	Bioinformatics		
10.1101/004762	September 15, 2014	Bioinformatics		
10.1101/008185	September 15, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/009100	September 14, 2014	Evolutionary Biology	CC BY	4.0
10.1101/009092	September 13, 2014	Evolutionary Biology		
10.1101/005686	September 12, 2014	Cancer Biology		
10.1101/009027	September 12, 2014	Genetics	CC BY	4.0
10.1101/008961	September 12, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/008995	September 11, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/009001	September 11, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/006825	September 11, 2014	Genomics		
10.1101/005819	September 11, 2014	Evolutionary Biology	CC BY	4.0
10.1101/008201	September 11, 2014	Cancer Biology	CC BY-NC-ND	4.0
10.1101/008953	September 10, 2014	Genomics		
10.1101/006064	September 10, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/008920	September 9, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/008912	September 9, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/008946	September 9, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/006635	September 9, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/008896	September 9, 2014	Bioinformatics	CC BY	4.0
10.1101/008904	September 8, 2014	Animal Behavior and Cognition		
10.1101/008466	September 8, 2014	Evolutionary Biology		
10.1101/000026	September 8, 2014	Genetics	CC BY	4.0
10.1101/008862	September 8, 2014	Evolutionary Biology,Genomics	CC BY-ND	4.0
10.1101/008854	September 8, 2014	Zoology	CC BY	4.0
10.1101/008847	September 6, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/003665	September 5, 2014	Bioinformatics	CC BY	4.0
10.1101/007047	September 5, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/008755	September 4, 2014	Genetics	CC BY	4.0
10.1101/008839	September 4, 2014	Cancer Biology		
10.1101/008771	September 4, 2014	Synthetic Biology	CC BY-ND	4.0
10.1101/008540	September 4, 2014	Evolutionary Biology		
10.1101/008748	September 3, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/008664	September 3, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/005637	September 3, 2014	Cancer Biology	CC BY-NC	4.0
10.1101/005082	September 3, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/008730	September 2, 2014	Developmental Biology		
10.1101/003319	September 2, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/003657	September 2, 2014	Ecology	CC BY	4.0
10.1101/008656	September 2, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/008631	September 2, 2014	Biophysics	CC BY	4.0
10.1101/008680	September 2, 2014	Evolutionary Biology	CC BY	4.0
10.1101/008698	September 2, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/004887	September 2, 2014	Ecology		
10.1101/003780	September 2, 2014	Evolutionary Biology		
10.1101/008649	September 1, 2014	Molecular Biology	CC BY-ND	4.0
10.1101/008607	September 1, 2014	Microbiology		
10.1101/005447	August 29, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/008557	August 29, 2014	Neuroscience	CC BY-NC	4.0
10.1101/008565	August 29, 2014	Neuroscience	CC BY	4.0
10.1101/007120	August 29, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/008516	August 28, 2014	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/008490	August 28, 2014	Genomics		
10.1101/008524	August 28, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/008532	August 28, 2014	Evolutionary Biology		
10.1101/008482	August 27, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/008474	August 27, 2014	Genetics	CC BY	4.0
10.1101/008433	August 27, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/003871	August 27, 2014	Developmental Biology	CC BY	4.0
10.1101/008409	August 25, 2014	Bioinformatics	CC BY	4.0
10.1101/008417	August 25, 2014	Bioinformatics	CC BY	4.0
10.1101/008425	August 25, 2014	Bioinformatics	CC BY	4.0
10.1101/005926	August 25, 2014	Neuroscience	CC BY-NC-ND	4.0
