doi	date	subjects	license	version
10.1101/008326	August 25, 2014	Bioinformatics		
10.1101/007096	August 25, 2014	Evolutionary Biology		
10.1101/001784	August 25, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/006023	August 25, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/008383	August 23, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/008284	August 23, 2014	Developmental Biology		
10.1101/008367	August 22, 2014	Genomics	CC BY	4.0
10.1101/007039	August 21, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/008276	August 21, 2014	Genetics	CC BY	4.0
10.1101/008227	August 21, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/008235	August 20, 2014	Evolutionary Biology	CC BY	4.0
10.1101/008250	August 20, 2014	Evolutionary Biology		
10.1101/008219	August 20, 2014	Genomics		
10.1101/001347	August 20, 2014	Evolutionary Biology	CC BY	4.0
10.1101/008193	August 19, 2014	Evolutionary Biology		
10.1101/008151	August 19, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/002824	August 19, 2014	Bioinformatics	CC BY	4.0
10.1101/008144	August 19, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/008169	August 19, 2014	Systems Biology	CC BY	4.0
10.1101/008177	August 19, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/007310	August 19, 2014	Synthetic Biology		
10.1101/008136	August 18, 2014	Genomics	CC BY	4.0
10.1101/008128	August 18, 2014	Biophysics	CC BY	4.0
10.1101/008078	August 16, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/008052	August 15, 2014	Genomics	CC BY	4.0
10.1101/007971	August 15, 2014	Developmental Biology	CC BY-NC-ND	4.0
10.1101/007963	August 14, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/008011	August 14, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/007930	August 14, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/007948	August 14, 2014	Bioinformatics	CC BY	4.0
10.1101/008003	August 14, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/008029	August 14, 2014	Zoology		
10.1101/007955	August 14, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/007914	August 13, 2014	Animal Behavior and Cognition	CC BY	4.0
10.1101/005850	August 13, 2014	Genetics	CC BY	4.0
10.1101/007898	August 12, 2014	Genomics		
10.1101/002550	August 12, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/006171	August 12, 2014	Genomics	CC BY-NC	4.0
10.1101/007849	August 12, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/007864	August 11, 2014	Developmental Biology	CC BY-NC-ND	4.0
10.1101/007807	August 9, 2014	Synthetic Biology		
10.1101/007773	August 9, 2014	Microbiology	CC BY	4.0
10.1101/007799	August 9, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/007716	August 8, 2014	Plant Biology	CC BY-NC	4.0
10.1101/007757	August 8, 2014	Ecology		
10.1101/007740	August 8, 2014	Ecology		
10.1101/005934	August 8, 2014	Bioengineering		
10.1101/007732	August 7, 2014	Ecology	CC BY-ND	4.0
10.1101/007617	August 7, 2014	Ecology		
10.1101/007625	August 7, 2014	Ecology		
10.1101/007724	August 7, 2014	Bioinformatics	CC BY	4.0
10.1101/005579	August 7, 2014	Bioinformatics	CC BY-ND	4.0
10.1101/007666	August 6, 2014	Bioinformatics		
10.1101/007708	August 6, 2014	Animal Behavior and Cognition		
10.1101/007674	August 6, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/007682	August 6, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/001008	August 5, 2014	Synthetic Biology		
10.1101/007658	August 5, 2014	Bioengineering	CC BY	4.0
10.1101/006437	August 4, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/006411	August 4, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/004564	August 4, 2014	Genomics	CC BY	4.0
10.1101/007591	August 1, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/007609	August 1, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/007583	August 1, 2014	Bioinformatics	CC BY	4.0
10.1101/007641	August 1, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/007633	August 1, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/007344	July 31, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/007518	July 30, 2014	Evolutionary Biology		
10.1101/007575	July 29, 2014	Ecology	CC BY-NC	4.0
10.1101/003921	July 29, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/007567	July 29, 2014	Bioinformatics	CC BY	4.0
10.1101/007526	July 28, 2014	Bioinformatics		
10.1101/006627	July 28, 2014	Genomics	CC BY	4.0
10.1101/006387	July 28, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/007500	July 28, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/007484	July 26, 2014	Genomics		
10.1101/007377	July 26, 2014	Scientific Communication	CC BY-NC-ND	4.0
10.1101/001321	July 26, 2014	Cancer Biology		
10.1101/007468	July 25, 2014	Bioinformatics	CC BY	4.0
10.1101/007450	July 25, 2014	Neuroscience		
10.1101/006098	July 25, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/006932	July 25, 2014	Systems Biology	CC BY	4.0
10.1101/007443	July 24, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/007435	July 24, 2014	Biophysics		
10.1101/007419	July 24, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/007427	July 23, 2014	Bioinformatics	CC BY	4.0
10.1101/007393	July 23, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/007401	July 23, 2014	Bioinformatics	CC BY	4.0
10.1101/007385	July 22, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/001677	July 21, 2014	Ecology	CC BY	4.0
10.1101/004481	July 21, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/007294	July 21, 2014	Microbiology	CC BY-ND	4.0
10.1101/007278	July 21, 2014	Animal Behavior and Cognition		
10.1101/007336	July 21, 2014	Genetics	CC BY	4.0
10.1101/007260	July 19, 2014	Bioinformatics	CC BY-ND	4.0
10.1101/007237	July 18, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/007211	July 17, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/007229	July 17, 2014	Systems Biology	CC BY	4.0
10.1101/006809	July 17, 2014	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/007203	July 17, 2014	Synthetic Biology	CC BY-ND	4.0
10.1101/007161	July 16, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/007187	July 16, 2014	Molecular Biology	CC BY	4.0
10.1101/005207	July 16, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/007153	July 15, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/003988	July 15, 2014	Genetics	CC BY	4.0
10.1101/007112	July 15, 2014	Cell Biology		
10.1101/007088	July 14, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/006817	July 14, 2014	Ecology		
10.1101/000992	July 13, 2014	Cancer Biology	CC BY	4.0
10.1101/007062	July 11, 2014	Genomics	CC BY-NC	4.0
10.1101/007021	July 11, 2014	Scientific Communication	CC BY-NC-ND	4.0
10.1101/007054	July 11, 2014	Genomics	CC BY	4.0
10.1101/006999	July 10, 2014	Ecology	CC BY-NC	4.0
10.1101/002295	July 10, 2014	Bioinformatics	CC BY-ND	4.0
10.1101/004671	July 10, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/006981	July 9, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/006924	July 8, 2014	Immunology		
10.1101/006973	July 8, 2014	Genomics		
10.1101/006965	July 8, 2014	Immunology		
10.1101/006908	July 7, 2014	Bioinformatics	CC BY	4.0
10.1101/006833	July 7, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/006916	July 4, 2014	Cell Biology		
10.1101/006890	July 3, 2014	Biophysics		
10.1101/006841	July 3, 2014	Genomics	CC BY-NC	4.0
10.1101/006866	July 3, 2014	Genomics	CC BY-NC	4.0
10.1101/006775	July 2, 2014	Systems Biology	CC BY-NC	4.0
10.1101/004283	June 30, 2014	Physiology	CC BY	4.0
10.1101/000653	June 30, 2014	Developmental Biology	CC BY	4.0
10.1101/006445	June 30, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/002709	June 30, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/006742	June 28, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/006734	June 28, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/006700	June 28, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/006726	June 28, 2014	Genomics		
10.1101/006692	June 27, 2014	Bioinformatics	CC BY	4.0
10.1101/006676	June 27, 2014	Immunology		
10.1101/006650	June 27, 2014	Bioinformatics	CC BY	4.0
10.1101/006643	June 27, 2014	Evolutionary Biology	CC BY	4.0
10.1101/005876	June 26, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/005470	June 26, 2014	Biophysics		
10.1101/006585	June 26, 2014	Bioinformatics	CC BY	4.0
10.1101/006569	June 25, 2014	Zoology	CC BY-ND	4.0
10.1101/006619	June 25, 2014	Neuroscience		
10.1101/006601	June 25, 2014	Genomics	CC BY	4.0
10.1101/006577	June 25, 2014	Bioinformatics		
10.1101/006593	June 25, 2014	Molecular Biology		
10.1101/006510	June 24, 2014	Neuroscience	CC BY	4.0
10.1101/006551	June 24, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/006452	June 24, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/006486	June 24, 2014	Evolutionary Biology	CC BY	4.0
10.1101/005942	June 24, 2014	Genomics	CC BY	4.0
10.1101/005041	June 23, 2014	Microbiology	CC BY	4.0
10.1101/006478	June 23, 2014	Genomics		
10.1101/006361	June 23, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/005587	June 22, 2014	Bioinformatics	CC BY	4.0
10.1101/006213	June 20, 2014	Cell Biology	CC BY-NC	4.0
10.1101/003400	June 20, 2014	Neuroscience	CC BY-NC	4.0
10.1101/006353	June 19, 2014	Neuroscience		
10.1101/006403	June 19, 2014	Bioinformatics	CC BY-ND	4.0
10.1101/002345	June 19, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/006395	June 18, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/001370	June 18, 2014	Bioinformatics		
10.1101/001834	June 17, 2014	Genomics		
10.1101/006247	June 16, 2014	Developmental Biology	CC BY-ND	4.0
10.1101/003269	June 16, 2014	Ecology		
10.1101/006338	June 13, 2014	Bioinformatics	CC BY	4.0
10.1101/006312	June 13, 2014	Developmental Biology	CC BY	4.0
10.1101/005405	June 13, 2014	Bioinformatics		
10.1101/006288	June 13, 2014	Zoology	CC BY	4.0
10.1101/006270	June 12, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/004010	June 12, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/006221	June 11, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/006205	June 11, 2014	Evolutionary Biology		
10.1101/006163	June 11, 2014	Genomics	CC BY-NC	4.0
10.1101/003848	June 11, 2014	Evolutionary Biology	CC BY	4.0
10.1101/005900	June 11, 2014	Genomics	CC BY-NC	4.0
10.1101/006130	June 10, 2014	Genomics	CC BY	4.0
10.1101/004317	June 10, 2014	Molecular Biology		
10.1101/002428	June 9, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/006106	June 9, 2014	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/006072	June 7, 2014	Developmental Biology	CC BY-NC-ND	4.0
10.1101/006080	June 7, 2014	Biochemistry	CC BY	4.0
10.1101/005967	June 6, 2014	Bioinformatics	CC BY	4.0
10.1101/005983	June 6, 2014	Genomics	CC BY	4.0
10.1101/006031	June 6, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/006049	June 6, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/006056	June 6, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/005991	June 6, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/002188	June 5, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/005140	June 5, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/005777	June 4, 2014	Paleontology	CC BY-NC	4.0
10.1101/005892	June 4, 2014	Genomics		
10.1101/005918	June 4, 2014	Bioinformatics		
10.1101/003889	June 4, 2014	Biophysics		
10.1101/005868	June 4, 2014	Evolutionary Biology		
10.1101/005793	June 3, 2014	Evolutionary Biology		
10.1101/005751	June 3, 2014	Evolutionary Biology		
10.1101/004994	June 3, 2014	Ecology		
10.1101/005835	June 3, 2014	Microbiology		
10.1101/001545	June 2, 2014	Bioinformatics	CC BY	4.0
10.1101/005249	June 2, 2014	Evolutionary Biology		
10.1101/005702	May 31, 2014	Systems Biology	CC BY	4.0
10.1101/005728	May 31, 2014	Neuroscience	CC BY	4.0
10.1101/005694	May 31, 2014	Genetics	CC BY	4.0
10.1101/005710	May 31, 2014	Neuroscience	CC BY	4.0
10.1101/005736	May 31, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/005652	May 28, 2014	Evolutionary Biology		
10.1101/005512	May 28, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/005611	May 28, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/005629	May 28, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/005645	May 28, 2014	Cell Biology	CC BY-NC	4.0
10.1101/003194	May 28, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/005496	May 27, 2014	Plant Biology	CC BY-NC	4.0
10.1101/005504	May 27, 2014	Developmental Biology	CC BY-NC-ND	4.0
10.1101/005603	May 27, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/005462	May 27, 2014	Genomics	CC BY-NC	4.0
10.1101/005538	May 26, 2014	Physiology	CC BY-NC-ND	4.0
10.1101/005546	May 26, 2014	Genomics	CC BY-ND	4.0
10.1101/005454	May 24, 2014	Pharmacology	CC BY-ND	4.0
10.1101/005348	May 23, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/003905	May 22, 2014	Genetics	CC BY	4.0
10.1101/005439	May 22, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/005413	May 22, 2014	Molecular Biology		
10.1101/005355	May 21, 2014	Bioinformatics		
10.1101/005330	May 21, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/005397	May 21, 2014	Cancer Biology		
10.1101/005371	May 21, 2014	Genomics	CC BY	4.0
10.1101/005322	May 19, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/005298	May 19, 2014	Neuroscience	CC BY-ND	4.0
10.1101/003723	May 19, 2014	Bioinformatics	CC BY	4.0
10.1101/005223	May 19, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/005215	May 19, 2014	Developmental Biology	CC BY	4.0
10.1101/005231	May 16, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/005256	May 16, 2014	Microbiology	CC BY-NC-ND	4.0
10.1101/005181	May 15, 2014	Bioinformatics	CC BY	4.0
10.1101/005165	May 14, 2014	Bioinformatics	CC BY-NC	4.0
10.1101/005173	May 14, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/004911	May 14, 2014	Bioinformatics	CC BY-ND	4.0
10.1101/005090	May 14, 2014	Genetics		
10.1101/005124	May 13, 2014	Genetics	CC BY	4.0
10.1101/005074	May 12, 2014	Genomics	CC BY	4.0
10.1101/005066	May 12, 2014	Neuroscience		
10.1101/005058	May 12, 2014	Genomics	CC BY	4.0
10.1101/005025	May 11, 2014	Systems Biology		
10.1101/005017	May 9, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/004986	May 9, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/004960	May 9, 2014	Systems Biology		
10.1101/004978	May 8, 2014	Pharmacology		
10.1101/004903	May 8, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/004895	May 7, 2014	Genetics		
10.1101/004820	May 7, 2014	Ecology		
10.1101/004788	May 6, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/004853	May 6, 2014	Genomics	CC BY-NC	4.0
10.1101/004846	May 6, 2014	Cancer Biology		
10.1101/004861	May 6, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/004804	May 6, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/004796	May 6, 2014	Genomics		
10.1101/004739	May 5, 2014	Bioinformatics		
10.1101/004747	May 5, 2014	Neuroscience	CC BY	4.0
10.1101/002683	May 5, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/004713	May 4, 2014	Genetics		
10.1101/004705	May 3, 2014	Genetics	CC BY-NC	4.0
10.1101/004689	May 1, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/004655	April 30, 2014	Bioinformatics		
10.1101/004663	April 30, 2014	Neuroscience		
10.1101/004648	April 30, 2014	Immunology		
10.1101/004622	April 29, 2014	Bioinformatics		
10.1101/004614	April 29, 2014	Genomics		
10.1101/004259	April 28, 2014	Systems Biology		
10.1101/004382	April 28, 2014	Immunology	CC BY-NC-ND	4.0
10.1101/004580	April 28, 2014	Synthetic Biology		
10.1101/002899	April 27, 2014	Evolutionary Biology	CC BY	4.0
10.1101/004556	April 25, 2014	Biochemistry		
10.1101/004499	April 24, 2014	Synthetic Biology	CC BY-NC	4.0
10.1101/004457	April 24, 2014	Biophysics		
10.1101/004424	April 23, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/004440	April 23, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/004432	April 23, 2014	Synthetic Biology		
10.1101/004465	April 23, 2014	Evolutionary Biology	CC BY-ND	4.0
10.1101/003384	April 23, 2014	Systems Biology	CC BY-ND	4.0
10.1101/000869	April 21, 2014	Microbiology		
10.1101/004366	April 21, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/004390	April 21, 2014	Pathology	CC BY	4.0
10.1101/001214	April 21, 2014	Neuroscience	CC BY-NC-ND	4.0
10.1101/004309	April 21, 2014	Genetics	CC BY	4.0
10.1101/004341	April 21, 2014	Immunology		
10.1101/004242	April 20, 2014	Systems Biology		
10.1101/004291	April 18, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/004267	April 17, 2014	Evolutionary Biology		
10.1101/000521	April 17, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/004234	April 17, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/003939	April 15, 2014	Evolutionary Biology	CC BY	4.0
10.1101/002675	April 15, 2014	Cell Biology	CC BY	4.0
10.1101/004226	April 15, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/003756	April 14, 2014	Ecology	CC BY-NC	4.0
10.1101/004127	April 14, 2014	Biochemistry	CC BY	4.0
10.1101/004218	April 14, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/003608	April 14, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/003707	April 14, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/004176	April 14, 2014	Neuroscience	CC BY-NC	4.0
10.1101/004135	April 11, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/004168	April 11, 2014	Molecular Biology	CC BY-NC-ND	4.0
10.1101/004101	April 11, 2014	Genomics		
10.1101/003277	April 11, 2014	Cell Biology	CC BY-ND	4.0
10.1101/001453	April 11, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/003947	April 9, 2014	Ecology	CC BY	4.0
10.1101/004028	April 9, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/001255	April 9, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/003962	April 7, 2014	Bioinformatics	CC BY	4.0
10.1101/003954	April 6, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/001552	April 5, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/003897	April 4, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/003913	April 4, 2014	Cell Biology		
10.1101/003772	April 2, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/003731	April 2, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/003749	April 2, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/000943	April 2, 2014	Neuroscience	CC BY-NC	4.0
10.1101/003764	April 2, 2014	Genomics	CC BY-NC	4.0
10.1101/003673	March 30, 2014	Evolutionary Biology		
10.1101/000075	March 30, 2014	Evolutionary Biology	CC BY-NC	4.0
10.1101/003624	March 30, 2014	Ecology	CC BY-ND	4.0
10.1101/001305	March 28, 2014	Bioengineering	CC BY	4.0
10.1101/003640	March 28, 2014	Bioinformatics	CC BY	4.0
10.1101/003616	March 27, 2014	Cell Biology		
10.1101/003574	March 27, 2014	Evolutionary Biology		
10.1101/002659	March 27, 2014	Synthetic Biology		
10.1101/003533	March 26, 2014	Plant Biology		
10.1101/003541	March 26, 2014	Genetics	CC BY-NC-ND	4.0
10.1101/003558	March 25, 2014	Scientific Communication	CC BY	4.0
10.1101/003566	March 25, 2014	Genomics		
10.1101/003525	March 23, 2014	Systems Biology	CC BY	4.0
10.1101/003517	March 21, 2014	Evolutionary Biology		
10.1101/003483	March 21, 2014	Molecular Biology	CC BY-NC	4.0
10.1101/003491	March 21, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/003475	March 20, 2014	Bioinformatics		
10.1101/003442	March 19, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/003467	March 19, 2014	Genomics		
10.1101/003459	March 19, 2014	Cell Biology		
10.1101/003335	March 18, 2014	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/001800	March 18, 2014	Cell Biology	CC BY-NC-ND	4.0
10.1101/003376	March 17, 2014	Bioinformatics		
10.1101/003350	March 17, 2014	Microbiology	CC BY-NC-ND	4.0
10.1101/003368	March 17, 2014	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/003327	March 17, 2014	Systems Biology	CC BY-NC-ND	4.0
10.1101/002105	March 14, 2014	Cancer Biology,Evolutionary Biology,Genomics	CC BY-NC	4.0
10.1101/003293	March 13, 2014	Genomics		
10.1101/002717	March 12, 2014	Zoology	CC BY-NC	4.0
10.1101/002642	March 11, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/002238	March 11, 2014	Genomics	CC BY	4.0
10.1101/003244	March 11, 2014	Bioengineering	CC BY-NC-ND	4.0
10.1101/003285	March 10, 2014	Bioinformatics	CC BY	4.0
10.1101/002725	March 9, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/000885	March 9, 2014	Synthetic Biology	CC BY-ND	4.0
10.1101/001719	March 7, 2014	Genomics	CC BY-NC-ND	4.0
10.1101/003236	March 5, 2014	Genomics		
10.1101/003202	March 5, 2014	Cell Biology		
10.1101/003210	March 5, 2014	Bioinformatics	CC BY	4.0
10.1101/003228	March 5, 2014	Ecology		
10.1101/001842	March 5, 2014	Ecology	CC BY-NC-ND	4.0
10.1101/003186	March 4, 2014	Biophysics	CC BY-NC-ND	4.0
10.1101/003160	March 4, 2014	Genetics	CC BY-ND	4.0
10.1101/003152	March 2, 2014	Synthetic Biology	CC BY-NC	4.0
10.1101/003111	February 28, 2014	Bioinformatics		
10.1101/003137	February 28, 2014	Ecology		
10.1101/003129	February 28, 2014	Plant Biology		
10.1101/003103	February 28, 2014	Plant Biology		
10.1101/003145	February 28, 2014	Microbiology		
10.1101/003095	February 27, 2014	Ecology		
10.1101/003061	February 27, 2014	Genomics	CC BY	4.0
10.1101/003053	February 26, 2014	Cancer Biology	CC BY	4.0
10.1101/000752	February 25, 2014	Genomics	CC BY	4.0
10.1101/003004	February 25, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/003012	February 25, 2014	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/002998	February 24, 2014	Genomics		
10.1101/002980	February 24, 2014	Biophysics	CC BY-NC	4.0
10.1101/002972	February 24, 2014	Bioinformatics	CC BY-NC-ND	4.0
10.1101/002956	February 23, 2014	Bioinformatics	CC BY	4.0
10.1101/002931	February 21, 2014	Genomics		
10.1101/002923	February 21, 2014	Neuroscience		
